Id,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
512,40,6792,NridgHt,7,5,2005,2006,1368,1368,0,1368,2,1,6,1,2005,2,474,2006,202665
513,70,9100,NAmes,5,5,1958,1958,864,864,0,864,3,1,5,0,1964,2,624,2006,129900
514,71,9187,Mitchel,6,5,1983,1983,1084,1080,0,1080,3,1,5,0,1983,2,484,2007,134000
515,55,10594,Crawfor,5,5,1926,1950,768,789,0,789,2,1,5,0,1926,1,200,2007,96500
516,94,12220,NridgHt,10,5,2009,2009,2006,2020,0,2020,3,1,9,1,2009,3,900,2009,402861
517,NA,10448,NWAmes,6,6,1972,1972,689,1378,741,2119,3,1,7,1,1972,2,583,2009,158000
518,79,10208,NoRidge,7,5,1996,1997,1264,1277,1067,2344,3,1,7,1,1996,3,889,2009,265000
519,NA,9531,CollgCr,6,5,1998,1998,794,882,914,1796,3,1,7,0,1998,2,546,2007,211000
520,53,10918,Crawfor,7,9,1926,2004,1276,1276,804,2080,3,1,9,2,1926,1,282,2009,234000
521,60,10800,OldTown,4,7,1900,2000,0,694,600,1294,3,2,7,0,NA,0,0,2008,106250
522,90,11988,NAmes,6,6,1957,1957,1244,1244,0,1244,3,1,6,2,1957,1,336,2007,150000
523,50,5000,BrkSide,6,7,1947,1950,1004,1004,660,1664,3,1,7,2,1950,2,420,2006,159000
524,130,40094,Edwards,10,5,2007,2008,3138,3138,1538,4676,3,1,11,1,2007,3,884,2007,184750
525,95,11787,NoRidge,7,5,1996,1997,1379,1383,1015,2398,3,1,8,1,1996,3,834,2007,315750
526,62,7500,Somerst,7,5,2005,2005,1257,1266,0,1266,3,1,6,1,2005,2,453,2006,176000
527,70,13300,NAmes,5,7,1956,2000,928,928,0,928,2,1,4,0,1956,1,252,2007,132000
528,67,14948,NridgHt,9,5,2008,2008,1452,1476,1237,2713,3,1,11,1,2008,3,858,2008,446261
529,58,9098,Edwards,4,7,1920,2002,528,605,0,605,2,1,5,0,NA,0,0,2007,86000
530,NA,32668,Crawfor,6,3,1957,1975,2035,2515,0,2515,4,2,9,2,1975,2,484,2007,200624
531,85,10200,Timber,6,5,1988,1989,1461,1509,0,1509,3,1,5,1,1988,2,600,2008,175000
532,60,6155,BrkSide,6,8,1920,1999,611,751,611,1362,3,1,6,0,1920,2,502,2008,128000
533,60,7200,NAmes,5,7,1955,2007,0,827,0,827,2,1,5,1,1967,1,392,2010,107500
534,50,5000,BrkSide,1,3,1946,1950,0,334,0,334,1,1,2,0,NA,0,0,2007,39300
535,74,9056,Gilbert,8,5,2004,2004,707,707,707,1414,3,1,6,1,2004,2,403,2006,178000
536,70,7000,Edwards,5,7,1910,1991,1117,820,527,1347,3,1,5,0,NA,0,0,2008,107500
537,57,8924,CollgCr,7,5,1998,1999,880,880,844,1724,3,1,8,0,1998,2,527,2008,188000
538,NA,12735,NAmes,4,5,1972,1972,864,864,0,864,3,1,5,0,1980,2,576,2008,111250
539,NA,11553,Sawyer,5,5,1968,1968,1051,1159,0,1159,3,1,7,1,1968,1,336,2006,158000
540,NA,11423,CollgCr,8,5,2001,2002,1581,1601,0,1601,3,1,6,1,2001,2,670,2010,272000
541,85,14601,Timber,9,5,2006,2006,1838,1838,0,1838,2,1,8,1,2006,3,765,2009,315000
542,NA,11000,NoRidge,8,5,2000,2000,969,997,1288,2285,4,1,8,1,2000,3,648,2007,248000
543,78,10140,NWAmes,7,5,1998,1999,1650,1680,0,1680,3,1,7,1,1998,2,583,2009,213250
544,34,4058,NAmes,7,5,1998,1998,723,767,0,767,1,1,4,0,1998,1,367,2007,133000
545,58,17104,Gilbert,7,5,2006,2006,654,664,832,1496,3,1,7,1,2006,2,426,2006,179665
546,NA,13837,NWAmes,7,5,1988,1988,1204,1377,806,2183,4,1,9,0,1988,3,786,2006,229000
547,70,8737,BrkSide,6,7,1923,1950,1065,915,720,1635,3,1,6,1,1950,2,440,2007,210000
548,54,7244,Mitchel,5,7,1970,1970,768,768,0,768,2,1,5,0,1987,2,624,2007,129500
549,49,8235,OldTown,5,7,1955,1995,825,825,0,825,2,1,4,0,1963,2,720,2008,125000
550,75,9375,Somerst,7,5,2003,2004,912,912,1182,2094,4,1,8,1,2003,2,615,2009,263000
551,53,4043,NPkVill,6,6,1977,1977,1069,1069,0,1069,2,1,4,0,1977,2,440,2008,140000
552,50,6000,OldTown,5,6,1957,1957,928,928,0,928,3,1,5,0,1957,1,288,2008,112500
553,87,11146,NridgHt,8,5,2006,2006,1709,1717,0,1717,3,1,7,1,2006,3,908,2009,255500
554,67,8777,Edwards,4,5,1949,2003,0,1126,0,1126,2,1,5,0,2002,2,520,2009,108000
555,85,10625,NridgHt,7,5,2003,2004,998,1006,1040,2046,3,1,8,1,2003,3,871,2008,284000
556,58,6380,BrkSide,5,6,1922,1950,993,1048,0,1048,2,1,5,1,1922,1,280,2006,113000
557,69,14850,NAmes,5,5,1957,1957,1092,1092,0,1092,2,1,6,1,1957,1,299,2006,141000
558,60,11040,IDOTRR,4,6,1920,1950,637,897,439,1336,3,1,7,0,1994,1,570,2006,108000
559,57,21872,Gilbert,7,5,1996,1997,729,729,717,1446,3,1,6,1,1996,2,406,2008,175000
560,NA,3196,Blmngtn,7,5,2003,2004,1374,1557,0,1557,2,1,7,1,2003,2,420,2006,234000
561,NA,11341,Sawyer,5,6,1957,1996,1392,1392,0,1392,3,1,5,1,1957,2,528,2010,121500
562,77,10010,Mitchel,5,5,1974,1975,1389,1389,0,1389,2,1,6,1,1975,2,418,2006,170000
563,63,13907,Edwards,5,6,1940,1969,996,996,0,996,3,1,6,1,NA,0,0,2008,108000
564,66,21780,Edwards,6,7,1918,1950,1163,1163,511,1674,4,1,8,1,1955,2,396,2008,185000
565,NA,13346,NoRidge,7,5,1992,2000,1095,1166,1129,2295,4,1,9,1,1992,2,590,2006,268000
566,66,6858,SWISU,6,4,1915,1950,806,841,806,1647,4,1,6,0,1920,1,216,2010,128000
567,77,11198,StoneBr,9,5,2005,2007,1122,1134,1370,2504,4,1,11,1,2005,3,656,2008,325000
568,70,10171,NridgHt,7,5,2004,2004,1517,1535,0,1535,3,1,7,0,2004,2,532,2010,214000
569,79,12327,SawyerW,8,8,1983,2009,1496,1496,636,2132,1,1,5,1,1983,2,612,2009,316600
570,NA,7032,NAmes,5,5,1979,1979,943,943,0,943,2,1,4,2,1979,2,600,2006,135960
571,74,13101,NAmes,5,5,1965,1965,1728,1728,0,1728,6,2,10,0,1987,2,576,2008,142600
572,60,7332,NAmes,6,6,1959,1959,864,864,0,864,2,1,4,0,1959,1,288,2006,120000
573,83,13159,Timber,7,5,2009,2009,846,846,846,1692,3,1,6,0,2009,2,650,2009,224500
574,76,9967,Gilbert,7,5,2000,2000,384,774,656,1430,3,1,8,1,2000,2,400,2007,170000
575,70,10500,NAmes,5,7,1971,2005,372,576,533,1109,3,1,5,0,1971,1,288,2007,139000
576,80,8480,NAmes,5,5,1947,1950,832,832,384,1216,2,1,6,0,1947,1,336,2008,118500
577,52,6292,SWISU,7,7,1928,1950,861,877,600,1477,3,1,6,1,1928,1,216,2009,145000
578,96,11777,Sawyer,5,6,1966,1966,1164,1320,0,1320,3,1,6,2,1966,2,564,2006,164500
579,34,3604,Somerst,7,5,2007,2007,689,703,689,1392,2,1,5,0,2007,2,540,2008,146000
580,81,12150,OldTown,5,5,1954,1954,1050,1050,745,1795,4,1,7,0,1954,1,352,2008,131500
581,NA,14585,NAmes,6,6,1960,1987,1144,1429,0,1429,3,1,7,2,1960,2,572,2007,181900
582,98,12704,NridgHt,8,5,2008,2009,2042,2042,0,2042,3,1,8,1,2009,3,1390,2009,253293
583,81,11841,Edwards,6,5,1990,1990,816,816,0,816,3,1,5,0,NA,0,0,2007,118500
584,75,13500,OldTown,10,9,1893,2000,1237,1521,1254,2775,3,1,9,1,1988,2,880,2008,325000
585,51,6120,BrkSide,4,7,1935,1995,884,989,584,1573,3,1,6,0,1935,1,240,2009,133000
586,88,11443,Timber,8,5,2005,2006,1868,2028,0,2028,2,1,7,2,2005,3,880,2006,369900
587,55,10267,BrkSide,6,7,1918,2000,816,838,0,838,2,1,5,0,1961,1,275,2008,130000
588,74,8740,Sawyer,5,6,1982,1982,840,860,0,860,2,1,4,0,1996,2,528,2009,137000
589,65,25095,ClearCr,5,8,1968,2003,1437,1473,0,1473,1,1,5,2,1968,1,452,2009,143000
590,50,9100,BrkSide,5,6,1930,1960,742,779,0,935,2,1,4,0,1988,1,308,2008,79500
591,64,8320,CollgCr,7,5,2004,2004,770,770,812,1582,3,1,6,0,2004,2,520,2008,185900
592,97,13478,NridgHt,10,5,2008,2008,1722,1728,568,2296,3,1,10,1,2008,3,842,2009,451950
593,60,6600,Mitchel,5,8,1982,2003,816,816,0,816,2,1,4,0,1985,2,816,2008,138000
594,NA,4435,CollgCr,6,5,2003,2003,848,848,0,848,1,1,4,0,2003,2,420,2009,140000
595,88,7990,CollgCr,5,6,1975,1975,924,924,0,924,3,1,5,0,1981,1,280,2008,110000
596,69,11302,StoneBr,8,5,2005,2006,1814,1826,0,1826,3,1,7,1,2005,3,758,2006,319000
597,60,3600,OldTown,6,7,1910,1993,684,684,684,1368,3,1,7,0,1930,1,216,2006,114504
598,53,3922,Blmngtn,7,5,2006,2007,1258,1402,0,1402,2,1,7,1,2006,3,648,2007,194201
599,80,12984,Crawfor,5,6,1977,1977,1430,1647,0,1647,3,1,7,1,1977,2,621,2006,217500
600,24,1950,Blueste,6,6,1980,1980,716,716,840,1556,3,1,6,1,1980,2,452,2008,151000
601,74,10927,NridgHt,8,5,2005,2005,1058,1058,846,1904,3,1,8,1,2003,2,736,2006,275000
602,50,9000,IDOTRR,6,6,1937,1950,780,780,595,1375,3,1,6,1,1979,1,544,2007,141000
603,80,10041,SawyerW,8,5,1992,1992,908,927,988,1915,3,1,8,1,1992,2,506,2006,220000
604,30,3182,Somerst,7,5,2004,2005,600,600,600,1200,2,1,4,0,2004,2,480,2010,151000
605,88,12803,CollgCr,7,5,2002,2002,1494,1494,0,1494,3,1,6,1,2002,2,530,2008,221000
606,85,13600,NAmes,7,6,1965,1990,768,1186,800,1986,3,1,7,3,1965,2,486,2009,205000
607,82,12464,CollgCr,5,5,1996,1996,1040,1040,0,1040,3,1,6,0,2000,2,576,2009,152000
608,78,7800,Edwards,5,8,1948,2002,896,1112,896,2008,3,1,8,0,1948,1,230,2006,225000
609,78,12168,Crawfor,8,6,1934,1998,965,1940,1254,3194,4,1,10,2,1934,2,380,2007,359100
610,61,7943,Sawyer,4,5,1961,1961,1029,1029,0,1029,3,1,5,0,1961,1,261,2007,118500
611,NA,11050,CollgCr,9,5,2000,2000,1440,1476,677,2153,3,1,8,2,2000,3,736,2009,313000
612,NA,10395,NWAmes,6,6,1978,1978,1032,1032,0,1032,3,1,6,1,1978,2,564,2007,148000
613,NA,11885,CollgCr,8,5,2001,2001,1299,1299,573,1872,3,1,7,1,2001,2,531,2009,261500
614,70,8402,Mitchel,5,5,2007,2007,1120,1120,0,1120,3,1,6,0,NA,0,0,2007,147000
615,21,1491,MeadowV,4,6,1972,1972,630,630,0,630,1,1,3,0,NA,0,0,2010,75500
616,80,8800,NAmes,6,7,1963,1963,936,1054,0,1054,3,1,6,0,1963,2,480,2010,137500
617,NA,7861,Gilbert,6,5,2002,2003,783,807,702,1509,3,1,7,1,2002,2,393,2006,183200
618,59,7227,NAmes,6,6,1954,1954,832,832,0,832,2,1,4,0,1962,2,528,2008,105500
619,90,11694,NridgHt,9,5,2007,2007,1822,1828,0,1828,3,1,9,1,2007,3,774,2007,314813
620,85,12244,Timber,8,5,2003,2003,1482,1482,780,2262,4,1,10,2,2003,3,749,2008,305000
621,45,8248,Edwards,3,3,1914,1950,864,864,0,864,2,1,5,0,NA,0,0,2008,67000
622,90,10800,NWAmes,6,7,1974,1997,1522,1548,1066,2614,4,1,9,1,1974,2,624,2008,240000
623,71,7064,Sawyer,5,6,1977,1977,980,980,0,980,3,1,6,0,1986,2,484,2009,135000
624,NA,2117,Somerst,6,5,2000,2000,756,756,756,1512,2,1,4,1,2000,2,440,2007,168500
625,80,10400,NWAmes,6,5,1972,1972,732,1012,778,1790,4,1,8,1,1972,2,484,2006,165150
626,87,10000,NAmes,6,6,1962,1962,1116,1116,0,1116,3,1,5,0,1962,2,440,2010,160000
627,NA,12342,NAmes,5,5,1960,1978,978,1422,0,1422,3,1,6,1,1960,1,286,2007,139900
628,80,9600,NAmes,6,6,1955,1972,1156,1520,0,1520,3,1,7,2,1955,1,364,2010,153000
629,70,11606,NAmes,5,5,1969,1969,1040,1040,1040,2080,5,1,9,2,1969,2,504,2007,135000
630,82,9020,NAmes,6,5,1964,1964,1248,1350,0,1350,3,1,6,0,1964,2,520,2008,168500
631,50,9000,OldTown,5,6,1880,1991,636,1089,661,1750,3,1,8,0,1937,1,240,2006,124000
632,34,4590,NridgHt,8,5,2006,2006,1554,1554,0,1554,2,1,6,1,2006,2,627,2007,209500
633,85,11900,NWAmes,7,5,1977,1977,1386,1411,0,1411,3,1,6,1,1977,2,544,2009,82500
634,80,9250,NAmes,5,7,1954,2005,1056,1056,0,1056,3,1,6,0,1954,1,260,2007,139400
635,64,6979,OldTown,6,5,1980,1980,1056,1056,0,1056,0,2,4,0,1980,2,576,2010,144000
636,60,10896,SWISU,6,7,1914,1995,1440,1440,1440,3395,8,2,14,0,NA,0,0,2007,200000
637,51,6120,BrkSide,2,3,1936,1950,264,800,0,800,1,1,4,1,NA,0,0,2009,60000
638,50,6000,OldTown,5,4,1954,1954,811,811,576,1387,3,2,7,0,1954,1,256,2009,93000
639,67,8777,Edwards,5,7,1910,1950,796,796,0,796,2,1,4,0,NA,0,0,2008,85000
640,53,3982,Blmngtn,8,5,2006,2006,1520,1567,0,1567,1,1,7,1,2006,3,648,2006,264561
641,62,12677,NridgHt,8,5,2003,2004,1518,1518,0,1518,1,1,6,1,2003,2,588,2008,274000
642,NA,7050,Somerst,7,5,2001,2001,1057,1057,872,1929,3,1,7,1,2001,2,650,2007,226000
643,75,13860,NAmes,8,7,1972,1995,1952,2000,704,2704,4,1,9,3,1972,2,538,2009,345000
644,80,10793,NWAmes,5,5,1969,1969,780,780,840,1620,4,1,7,0,1969,2,462,2007,152000
645,85,9187,Somerst,9,5,2009,2009,1766,1766,0,1766,2,1,7,1,2009,3,478,2009,370878
646,NA,10530,NAmes,6,5,1971,1971,981,981,0,981,3,1,5,0,1979,2,576,2007,143250
647,60,7200,NAmes,5,5,1950,1950,0,1048,0,1048,3,1,7,0,1950,2,420,2008,98300
648,85,10452,Edwards,6,5,1953,1953,1094,1094,0,1094,3,1,5,2,1953,2,495,2008,155000
649,70,7700,NAmes,6,5,1966,1966,756,1051,788,1839,4,1,7,1,1966,2,442,2010,155000
650,21,1936,MeadowV,4,6,1970,1970,630,630,0,630,1,1,3,0,NA,0,0,2007,84500
651,65,8125,Somerst,7,6,2007,2007,813,822,843,1665,3,1,7,0,2007,2,562,2008,205950
652,60,9084,Edwards,4,5,1940,1950,755,755,755,1510,4,1,7,1,1940,1,296,2009,108000
653,70,8750,CollgCr,7,5,1996,1996,880,909,807,1716,2,1,7,1,1996,2,512,2009,191000
654,60,10320,IDOTRR,6,7,1906,1995,756,756,713,1469,3,1,7,0,1906,1,216,2008,135000
655,91,10437,NoRidge,8,6,1995,1995,2109,2113,0,2113,2,1,7,1,1995,3,839,2008,350000
656,21,1680,BrDale,6,5,1971,1971,525,525,567,1092,3,1,6,0,1971,1,264,2010,88000
657,72,10007,NAmes,5,7,1959,2006,1053,1053,0,1053,3,1,5,0,1959,1,312,2008,145500
658,60,7200,Crawfor,7,6,1931,2000,776,851,651,1502,3,1,6,1,1931,1,270,2008,149000
659,78,17503,NAmes,6,5,1948,1950,912,912,546,1458,3,1,6,1,1948,1,330,2010,97500
660,75,9937,Edwards,5,7,1964,1999,1486,1486,0,1486,3,1,7,0,1968,2,480,2009,167000
661,NA,12384,NWAmes,7,7,1976,1976,793,1142,793,1935,3,1,7,1,1976,2,550,2007,197900
662,52,46589,NoRidge,8,7,1994,2005,1629,1686,762,2448,4,1,8,1,1994,3,711,2009,402000
663,120,13560,NAmes,6,3,1968,1968,1392,1392,0,1392,2,1,5,2,1968,2,576,2009,110000
664,90,10012,Edwards,4,5,1972,1972,1138,1181,0,1181,3,1,6,0,1974,2,588,2008,137500
665,49,20896,Somerst,8,5,2005,2006,2077,2097,0,2097,1,1,8,1,2005,3,1134,2006,423000
666,106,11194,Gilbert,8,5,2000,2000,1406,1454,482,1936,3,1,7,1,2000,2,504,2006,230500
667,NA,18450,NAmes,6,5,1965,1979,1021,1465,915,2380,3,1,7,1,1965,2,596,2007,129000
668,65,8125,SawyerW,6,5,1994,1998,1408,1679,0,1679,3,1,7,1,1994,2,575,2008,193500
669,NA,14175,Sawyer,5,6,1956,1987,1188,1437,0,1437,3,1,6,1,1999,2,576,2006,168000
670,80,11600,Crawfor,4,5,1922,1950,700,1180,0,1180,2,1,5,1,1922,1,252,2006,137500
671,64,8633,CollgCr,6,5,2005,2005,738,738,738,1476,3,1,7,0,2005,2,540,2009,173500
672,54,6629,Edwards,6,6,1925,1950,672,697,672,1369,3,1,6,0,1930,1,300,2009,103600
673,NA,11250,Veenker,6,6,1977,1977,1208,1208,0,1208,3,1,6,1,1977,2,546,2006,165000
674,110,14442,Crawfor,6,7,1957,2004,1477,1839,0,1839,3,1,7,2,1957,2,416,2007,257500
675,80,9200,NAmes,6,6,1965,1965,1136,1136,0,1136,3,1,5,1,1965,1,384,2008,140000
676,24,2289,NPkVill,6,6,1978,1978,855,855,586,1441,3,1,7,1,1978,2,440,2009,148500
677,60,9600,OldTown,4,2,1900,1950,1095,1095,679,1774,4,2,8,0,1920,3,779,2006,87000
678,52,9022,OldTown,5,8,1924,2006,768,792,0,792,2,1,5,0,1924,1,240,2009,109500
679,80,11844,StoneBr,8,5,2008,2008,2046,2046,0,2046,3,1,7,1,2008,3,834,2009,372500
680,NA,9945,Sawyer,5,5,1961,1961,988,988,0,988,3,1,5,0,1963,2,572,2007,128500
681,50,8012,SawyerW,6,5,1980,1980,923,923,0,923,2,1,5,1,1980,1,264,2010,143000
682,55,4500,SWISU,5,5,1932,2000,793,848,672,1520,3,1,6,0,1968,1,281,2009,159434
683,NA,2887,ClearCr,6,5,1996,1997,1291,1291,0,1291,2,1,6,1,1996,2,431,2008,173000
684,90,11248,CollgCr,9,5,2002,2002,1626,1668,0,1668,3,1,7,1,2002,3,702,2007,285000
685,58,16770,NoRidge,7,5,1998,1998,1195,1195,644,1839,4,1,7,0,1998,2,486,2010,221000
686,NA,5062,StoneBr,7,5,1984,1984,1190,1190,900,2090,3,1,6,1,1984,2,577,2007,207500
687,84,10207,Somerst,7,6,2007,2007,874,874,887,1761,3,1,7,0,2007,2,578,2007,227875
688,NA,5105,Somerst,7,5,2004,2004,551,551,551,1102,2,1,4,0,2004,2,480,2007,148800
689,60,8089,StoneBr,8,6,2007,2007,1419,1419,0,1419,2,1,7,1,2007,2,567,2007,392000
690,61,7577,NridgHt,6,5,2005,2006,1362,1362,0,1362,2,1,6,1,2005,2,460,2007,194700
691,NA,4426,CollgCr,6,5,2004,2004,848,848,0,848,1,1,3,1,2004,2,420,2008,141000
692,104,21535,NoRidge,10,6,1994,1995,2444,2444,1872,4316,4,1,10,2,1994,3,832,2007,755000
693,42,26178,Timber,7,5,1989,1990,1210,1238,1281,2519,4,1,9,2,1989,2,628,2006,335000
694,60,5400,OldTown,5,6,1921,1968,1073,1073,0,1073,2,1,4,0,1968,1,326,2006,108480
695,51,6120,BrkSide,5,6,1936,1950,927,1067,472,1539,3,1,5,0,1995,2,576,2009,141500
696,54,13811,Timber,6,6,1987,1987,1112,1137,0,1137,2,1,5,1,1987,2,551,2006,176000
697,50,6000,BrkSide,5,7,1921,1950,616,616,0,616,2,1,4,0,1921,1,205,2006,89000
698,57,6420,Edwards,5,7,1952,1952,980,1148,0,1148,2,1,6,0,1952,1,308,2006,123500
699,65,8450,Sawyer,5,8,1965,2009,894,894,0,894,3,1,5,1,1973,1,336,2010,138500
700,59,4282,Somerst,7,5,2004,2004,1391,1391,0,1391,2,1,5,0,2004,2,530,2008,196000
701,85,14331,Timber,8,5,2002,2002,1800,1800,0,1800,3,1,7,1,2002,3,765,2006,312500
702,80,9600,NWAmes,7,5,1969,1969,1164,1164,0,1164,3,1,6,0,1969,2,528,2006,140000
703,82,12438,StoneBr,8,5,2006,2006,1234,1264,1312,2576,4,1,10,1,2006,3,666,2006,361919
704,76,7630,OldTown,5,9,1900,1996,360,1032,780,1812,4,2,8,1,1999,2,672,2010,140000
705,70,8400,CollgCr,7,5,2004,2005,1473,1484,0,1484,3,1,7,0,2004,2,606,2010,213000
706,70,5600,IDOTRR,4,5,1930,1950,0,372,720,1092,3,2,7,0,NA,0,0,2010,55000
707,NA,115149,ClearCr,7,5,1971,2002,1643,1824,0,1824,2,1,5,2,1971,2,739,2007,302000
708,48,6240,NridgHt,8,5,2006,2006,1324,1324,0,1324,2,1,6,1,2006,2,550,2009,254000
709,65,9018,Gilbert,7,5,2007,2007,728,728,728,1456,3,1,8,1,2007,2,400,2007,179540
710,NA,7162,Sawyer,5,7,1966,1966,876,904,0,904,3,1,6,0,1966,1,408,2008,109900
711,56,4130,BrkSide,3,6,1935,2003,270,729,0,729,2,1,5,0,NA,0,0,2008,52000
712,66,8712,IDOTRR,4,7,1900,1950,859,859,319,1178,2,1,7,0,1964,1,384,2010,102776
713,40,4671,StoneBr,8,5,1988,1989,1228,1228,0,1228,2,1,5,1,1988,2,472,2008,189000
714,60,9873,BrkSide,4,5,1970,1970,960,960,0,960,3,1,6,0,1970,2,576,2006,129000
715,NA,13517,Sawyer,6,8,1976,2005,725,725,754,1479,3,1,6,0,1976,2,475,2010,130500
716,78,10140,NWAmes,6,5,1974,1974,1064,1350,0,1350,3,1,7,1,1974,2,478,2009,165000
717,60,10800,OldTown,7,8,1890,1998,718,1576,978,2554,3,1,8,0,1996,2,704,2007,159500
718,80,10000,NWAmes,5,6,1973,2000,1176,1178,0,1178,3,1,5,1,1973,2,439,2008,157000
719,96,10542,NoRidge,7,5,1993,1994,1311,1325,1093,2418,3,1,9,1,1993,3,983,2008,341000
720,69,9920,CollgCr,5,6,1969,1969,971,971,0,971,3,1,5,1,1969,1,300,2006,128500
721,NA,6563,StoneBr,8,5,1985,1985,1742,1742,0,1742,2,1,5,1,1985,2,564,2006,275000
722,NA,4426,CollgCr,6,5,2004,2004,848,848,0,848,1,1,3,0,2004,2,420,2010,143000
723,70,8120,NAmes,4,7,1970,1970,864,864,0,864,3,1,5,0,1994,2,463,2009,124500
724,60,8172,Edwards,4,6,1954,1972,941,997,473,1470,4,1,7,0,1958,1,548,2008,135000
725,86,13286,Edwards,9,5,2007,2008,1698,1698,0,1698,3,1,8,1,2007,3,768,2009,320000
726,60,6960,NAmes,4,6,1970,1970,864,864,0,864,3,1,5,0,1989,2,660,2009,120500
727,NA,21695,Crawfor,6,9,1988,2007,880,1680,0,1680,3,1,5,1,1988,2,540,2009,222000
728,64,7314,CollgCr,7,5,2007,2007,1232,1232,0,1232,2,1,6,0,2007,2,632,2009,194500
729,85,11475,NAmes,5,5,1958,1958,1584,1776,0,1776,4,2,9,0,1968,3,888,2009,110000
730,52,6240,IDOTRR,4,5,1925,1950,780,848,0,1208,2,1,5,0,1962,2,539,2009,103000
731,39,5389,StoneBr,8,5,1995,1996,1595,1616,0,1616,2,1,5,1,1995,2,608,2010,236500
732,73,9590,Timber,7,5,2003,2003,868,1146,0,1146,3,1,6,1,2003,2,438,2007,187500
733,75,11404,CollgCr,7,5,1998,1999,1153,1153,878,2031,3,1,8,1,1998,2,541,2008,222500
734,80,10000,Sawyer,5,6,1961,1983,864,1144,0,1144,3,1,6,1,1961,1,264,2009,131400
735,NA,8978,Sawyer,5,5,1968,1968,948,948,0,948,3,1,6,0,1968,1,300,2007,108000
736,60,10800,OldTown,7,7,1914,1970,880,880,888,1768,2,1,6,2,1914,2,320,2006,163000
737,60,8544,NAmes,3,4,1950,1950,0,1040,0,1040,2,2,6,0,1949,2,400,2006,93500
738,72,10463,Gilbert,8,5,2005,2005,893,901,900,1801,3,1,8,1,2005,3,800,2006,239900
739,60,10800,Edwards,5,5,1987,1988,1200,1200,0,1200,3,1,5,0,NA,0,0,2009,179000
740,65,9313,CollgCr,7,5,2004,2004,864,864,864,1728,3,1,7,0,2004,2,572,2009,190000
741,60,9600,OldTown,5,7,1910,2002,264,768,664,1432,2,1,7,0,1910,2,360,2007,132000
742,65,6768,Sawyer,6,8,1961,1996,912,912,0,912,3,1,5,0,1962,1,288,2008,142000
743,65,8450,SawyerW,7,5,2000,2001,1349,1349,0,1349,3,1,6,0,2000,2,539,2007,179000
744,70,12886,Sawyer,5,6,1963,1999,520,1464,0,1464,3,1,6,1,1997,2,480,2009,175000
745,41,5395,StoneBr,8,5,1993,1993,1337,1337,0,1337,2,1,5,1,1993,2,462,2008,180000
746,NA,8963,NWAmes,8,9,1976,1996,1142,1175,1540,2715,4,1,11,2,1994,2,831,2008,299800
747,NA,8795,Gilbert,7,5,2000,2000,952,980,1276,2256,4,1,8,1,2000,2,554,2009,236000
748,65,11700,OldTown,7,7,1880,2003,1240,1320,1320,2640,4,1,8,1,1950,4,864,2009,265979
749,59,10593,NoRidge,7,5,1996,1996,1720,1720,0,1720,3,1,7,1,1996,2,527,2010,260400
750,50,8405,Edwards,4,3,1945,1950,0,1088,441,1529,4,1,9,0,1945,1,240,2009,98000
751,55,8800,OldTown,4,7,1910,2004,576,792,348,1140,3,1,7,0,NA,0,0,2010,96500
752,NA,7750,Gilbert,7,5,2003,2003,660,660,660,1320,3,1,6,0,2003,2,400,2007,162000
753,79,9236,CollgCr,6,5,1997,1997,1479,1494,0,1494,3,1,6,0,1997,2,576,2006,217000
754,80,10240,NridgHt,8,5,2005,2005,1030,1038,1060,2098,3,1,8,1,2005,3,878,2006,275500
755,61,7930,NAmes,6,8,1969,2005,1026,1026,0,1026,3,1,5,0,1969,2,440,2009,156000
756,34,3230,Somerst,6,5,1999,1999,729,742,729,1471,3,1,6,0,1999,2,440,2009,172500
757,68,10769,CollgCr,8,5,2007,2007,866,866,902,1768,3,1,7,0,2007,2,578,2009,212000
758,NA,11616,Sawyer,6,5,1978,1978,672,672,714,1386,3,1,6,1,1978,2,440,2010,158900
759,24,2280,Somerst,7,5,1999,1999,744,757,744,1501,3,1,6,0,1999,2,440,2008,179400
760,65,12257,NoRidge,8,5,1995,1995,1318,1328,1203,2531,4,1,9,1,1995,3,752,2007,290000
761,70,9100,NAmes,6,6,1959,1959,864,864,0,864,2,1,5,0,2008,1,300,2009,127500
762,60,6911,BrkSide,5,5,1924,1950,1145,1301,0,1301,2,1,5,0,1965,2,440,2009,100000
763,72,8640,Somerst,7,5,2009,2009,756,764,783,1547,3,1,7,0,2009,2,614,2010,215200
764,82,9430,NoRidge,8,5,1999,1999,1252,1268,1097,2365,3,1,8,1,1999,3,856,2009,337000
765,30,9549,Veenker,8,5,1995,1996,1494,1494,0,1494,2,1,6,1,1995,2,481,2006,270000
766,75,14587,Somerst,9,5,2008,2008,1498,1506,0,1506,2,1,6,1,2008,2,592,2008,264132
767,80,10421,NWAmes,7,5,1988,1988,980,980,734,1714,3,1,7,1,1988,2,496,2010,196500
768,75,12508,Mitchel,6,7,1940,1985,983,983,767,1750,4,1,7,0,1989,1,423,2008,160000
